query_id,doc_id,rank,score,run_name
1,NCT00003537,1,-2.8132004737854004,bm25_top100_crossenc_minilm
1,NCT01392209,2,-3.352217674255371,bm25_top100_crossenc_minilm
1,NCT00783393,3,-3.4323861598968506,bm25_top100_crossenc_minilm
1,NCT03224104,4,-3.4327549934387207,bm25_top100_crossenc_minilm
1,NCT03043391,5,-3.4716715812683105,bm25_top100_crossenc_minilm
1,NCT03513679,6,-3.498931407928467,bm25_top100_crossenc_minilm
1,NCT03022578,7,-3.5566537380218506,bm25_top100_crossenc_minilm
1,NCT00004259,8,-3.6503748893737793,bm25_top100_crossenc_minilm
1,NCT03633552,9,-3.682610511779785,bm25_top100_crossenc_minilm
1,NCT03603405,10,-3.7008581161499023,bm25_top100_crossenc_minilm
1,NCT03234595,11,-3.7288832664489746,bm25_top100_crossenc_minilm
1,NCT00526812,12,-3.8130834102630615,bm25_top100_crossenc_minilm
1,NCT01466686,13,-3.860851764678955,bm25_top100_crossenc_minilm
1,NCT00052624,14,-3.9545350074768066,bm25_top100_crossenc_minilm
1,NCT00734682,15,-4.005786418914795,bm25_top100_crossenc_minilm
1,NCT01577966,16,-4.275564193725586,bm25_top100_crossenc_minilm
1,NCT00360828,17,-4.340362071990967,bm25_top100_crossenc_minilm
1,NCT04047303,18,-4.425424098968506,bm25_top100_crossenc_minilm
1,NCT00003176,19,-4.46923828125,bm25_top100_crossenc_minilm
1,NCT02879461,20,-4.526617527008057,bm25_top100_crossenc_minilm
1,NCT02022644,21,-4.549419403076172,bm25_top100_crossenc_minilm
1,NCT02005081,22,-4.606861114501953,bm25_top100_crossenc_minilm
1,NCT00761280,23,-4.609292507171631,bm25_top100_crossenc_minilm
1,NCT03020602,24,-4.647420883178711,bm25_top100_crossenc_minilm
1,NCT01721577,25,-4.904399394989014,bm25_top100_crossenc_minilm
1,NCT00028795,26,-4.931732177734375,bm25_top100_crossenc_minilm
1,NCT01502241,27,-5.103585720062256,bm25_top100_crossenc_minilm
1,NCT00841555,28,-5.240441799163818,bm25_top100_crossenc_minilm
1,NCT00976313,29,-5.260526657104492,bm25_top100_crossenc_minilm
1,NCT03784729,30,-5.389996528625488,bm25_top100_crossenc_minilm
1,NCT03193658,31,-5.642757415771484,bm25_top100_crossenc_minilm
1,NCT00704080,32,-5.692778587341309,bm25_top100_crossenc_minilm
1,NCT04197934,33,-5.693721771240234,bm25_top100_crossenc_minilm
1,NCT00458731,34,-5.726398468017578,bm25_top100_crossenc_minilm
1,NCT01011231,35,-5.728747844696045,bm25_top100_crossenc_minilm
1,NCT02700594,36,-5.80734395980835,bm25_top100_crossenc_minilm
1,NCT01256554,37,-5.81682014465332,bm25_top100_crossenc_minilm
1,NCT00626990,38,-5.829015731811523,bm25_top100_crossenc_minilm
1,NCT03906448,39,-5.860836505889893,bm25_top100_crossenc_minilm
1,NCT04611464,40,-5.926914215087891,bm25_top100_crossenc_minilm
1,NCT00360945,41,-5.959259033203125,bm25_top100_crossenc_minilm
1,NCT00968240,42,-6.098540306091309,bm25_top100_crossenc_minilm
1,NCT03743740,43,-6.166398048400879,bm25_top100_crossenc_minilm
1,NCT01180816,44,-6.2183308601379395,bm25_top100_crossenc_minilm
1,NCT04771936,45,-6.218998432159424,bm25_top100_crossenc_minilm
1,NCT00389090,46,-6.285938262939453,bm25_top100_crossenc_minilm
1,NCT00504660,47,-6.446053504943848,bm25_top100_crossenc_minilm
1,NCT00089427,48,-6.44639778137207,bm25_top100_crossenc_minilm
1,NCT01837862,49,-6.593975067138672,bm25_top100_crossenc_minilm
1,NCT03528642,50,-6.648438453674316,bm25_top100_crossenc_minilm
1,NCT02942264,51,-6.668811798095703,bm25_top100_crossenc_minilm
1,NCT02592642,52,-6.73402214050293,bm25_top100_crossenc_minilm
1,NCT03896568,53,-6.863613605499268,bm25_top100_crossenc_minilm
1,NCT03919071,54,-6.910375118255615,bm25_top100_crossenc_minilm
1,NCT01475006,55,-6.932677745819092,bm25_top100_crossenc_minilm
1,NCT01597791,56,-6.9739990234375,bm25_top100_crossenc_minilm
1,NCT02453360,57,-6.9745659828186035,bm25_top100_crossenc_minilm
1,NCT02174770,58,-6.97667932510376,bm25_top100_crossenc_minilm
1,NCT00606008,59,-7.054738998413086,bm25_top100_crossenc_minilm
1,NCT00859222,60,-7.377150535583496,bm25_top100_crossenc_minilm
1,NCT01110876,61,-7.483221054077148,bm25_top100_crossenc_minilm
1,NCT00002944,62,-7.493376731872559,bm25_top100_crossenc_minilm
1,NCT00272350,63,-7.594668388366699,bm25_top100_crossenc_minilm
1,NCT00047879,64,-7.7764458656311035,bm25_top100_crossenc_minilm
1,NCT04267978,65,-7.77903938293457,bm25_top100_crossenc_minilm
1,NCT02343406,66,-7.947570323944092,bm25_top100_crossenc_minilm
1,NCT00922974,67,-8.030961990356445,bm25_top100_crossenc_minilm
1,NCT03696355,68,-8.03454875946045,bm25_top100_crossenc_minilm
1,NCT02761070,69,-8.05341911315918,bm25_top100_crossenc_minilm
1,NCT00100802,70,-8.05451488494873,bm25_top100_crossenc_minilm
1,NCT01281982,71,-8.111790657043457,bm25_top100_crossenc_minilm
1,NCT03879512,72,-8.16518783569336,bm25_top100_crossenc_minilm
1,NCT03355794,73,-8.169757843017578,bm25_top100_crossenc_minilm
1,NCT00990652,74,-8.257131576538086,bm25_top100_crossenc_minilm
1,NCT01189266,75,-8.368915557861328,bm25_top100_crossenc_minilm
1,NCT01517776,76,-8.375619888305664,bm25_top100_crossenc_minilm
1,NCT02015819,77,-8.427988052368164,bm25_top100_crossenc_minilm
1,NCT00683761,78,-8.463332176208496,bm25_top100_crossenc_minilm
1,NCT04623931,79,-8.530774116516113,bm25_top100_crossenc_minilm
1,NCT00869050,80,-8.549729347229004,bm25_top100_crossenc_minilm
1,NCT03605550,81,-8.593154907226562,bm25_top100_crossenc_minilm
1,NCT00268385,82,-8.621267318725586,bm25_top100_crossenc_minilm
1,NCT02607124,83,-8.626423835754395,bm25_top100_crossenc_minilm
1,NCT03514069,84,-8.628424644470215,bm25_top100_crossenc_minilm
1,NCT00272870,85,-8.78679084777832,bm25_top100_crossenc_minilm
1,NCT03152318,86,-8.822521209716797,bm25_top100_crossenc_minilm
1,NCT00114140,87,-8.841382026672363,bm25_top100_crossenc_minilm
1,NCT01434602,88,-8.84853744506836,bm25_top100_crossenc_minilm
1,NCT01514201,89,-8.908123016357422,bm25_top100_crossenc_minilm
1,NCT03581292,90,-8.936616897583008,bm25_top100_crossenc_minilm
1,NCT00412542,91,-8.971623420715332,bm25_top100_crossenc_minilm
1,NCT01051557,92,-9.027284622192383,bm25_top100_crossenc_minilm
1,NCT01922076,93,-9.029858589172363,bm25_top100_crossenc_minilm
1,NCT01781468,94,-9.116451263427734,bm25_top100_crossenc_minilm
1,NCT01119599,95,-9.118077278137207,bm25_top100_crossenc_minilm
1,NCT00281905,96,-9.13386058807373,bm25_top100_crossenc_minilm
1,NCT02055196,97,-9.135833740234375,bm25_top100_crossenc_minilm
1,NCT00516282,98,-9.19314956665039,bm25_top100_crossenc_minilm
1,NCT02991456,99,-9.316743850708008,bm25_top100_crossenc_minilm
1,NCT00275067,100,-9.342005729675293,bm25_top100_crossenc_minilm
2,NCT01202721,1,-5.1871771812438965,bm25_top100_crossenc_minilm
2,NCT02071849,2,-5.211931228637695,bm25_top100_crossenc_minilm
2,NCT03575039,3,-5.627762317657471,bm25_top100_crossenc_minilm
2,NCT03004599,4,-5.638725757598877,bm25_top100_crossenc_minilm
2,NCT00412386,5,-5.72907829284668,bm25_top100_crossenc_minilm
2,NCT03474159,6,-5.797418117523193,bm25_top100_crossenc_minilm
2,NCT03043404,7,-5.80421257019043,bm25_top100_crossenc_minilm
2,NCT03635424,8,-5.863332748413086,bm25_top100_crossenc_minilm
2,NCT02687035,9,-5.875065803527832,bm25_top100_crossenc_minilm
2,NCT02679261,10,-5.916211128234863,bm25_top100_crossenc_minilm
2,NCT03352089,11,-5.937851905822754,bm25_top100_crossenc_minilm
2,NCT02661451,12,-6.051429748535156,bm25_top100_crossenc_minilm
2,NCT03025971,13,-6.072959899902344,bm25_top100_crossenc_minilm
2,NCT03667365,14,-6.118077754974365,bm25_top100_crossenc_minilm
2,NCT01272388,15,-6.130426406860352,bm25_top100_crossenc_minilm
2,NCT02838680,16,-6.158166408538818,bm25_top100_crossenc_minilm
2,NCT00294775,17,-6.173169136047363,bm25_top100_crossenc_minilm
2,NCT03585933,18,-6.21014404296875,bm25_top100_crossenc_minilm
2,NCT02713932,19,-6.227581024169922,bm25_top100_crossenc_minilm
2,NCT02799823,20,-6.250072956085205,bm25_top100_crossenc_minilm
2,NCT02806310,21,-6.268245697021484,bm25_top100_crossenc_minilm
2,NCT03618095,22,-6.27543306350708,bm25_top100_crossenc_minilm
2,NCT02675114,23,-6.2773027420043945,bm25_top100_crossenc_minilm
2,NCT03628313,24,-6.279300689697266,bm25_top100_crossenc_minilm
2,NCT01437098,25,-6.316309928894043,bm25_top100_crossenc_minilm
2,NCT03315832,26,-6.3256635665893555,bm25_top100_crossenc_minilm
2,NCT03883490,27,-6.40537166595459,bm25_top100_crossenc_minilm
2,NCT01679431,28,-6.417865753173828,bm25_top100_crossenc_minilm
2,NCT02395107,29,-6.434295654296875,bm25_top100_crossenc_minilm
2,NCT01275339,30,-6.492915630340576,bm25_top100_crossenc_minilm
2,NCT00252317,31,-6.495011329650879,bm25_top100_crossenc_minilm
2,NCT00535899,32,-6.5597004890441895,bm25_top100_crossenc_minilm
2,NCT01503671,33,-6.560249328613281,bm25_top100_crossenc_minilm
2,NCT01932099,34,-6.574699878692627,bm25_top100_crossenc_minilm
2,NCT01638156,35,-6.613580703735352,bm25_top100_crossenc_minilm
2,NCT03549052,36,-6.617716312408447,bm25_top100_crossenc_minilm
2,NCT01240902,37,-6.672987937927246,bm25_top100_crossenc_minilm
2,NCT02283970,38,-6.678288459777832,bm25_top100_crossenc_minilm
