query_id,doc_id,rank,score,run_name
1,NCT00003621,1,0.8190848231315613,dense__BAAI__bge_base_en_v1.5__text_all
1,NCT01004874,2,0.8185819983482361,dense__BAAI__bge_base_en_v1.5__text_all
1,NCT00841555,3,0.8163671493530273,dense__BAAI__bge_base_en_v1.5__text_all
1,NCT00612339,4,0.8157405853271484,dense__BAAI__bge_base_en_v1.5__text_all
1,NCT01017250,5,0.8131924867630005,dense__BAAI__bge_base_en_v1.5__text_all
1,NCT00004259,6,0.8118323087692261,dense__BAAI__bge_base_en_v1.5__text_all
1,NCT00362570,7,0.8113080263137817,dense__BAAI__bge_base_en_v1.5__text_all
1,NCT00979017,8,0.8096763491630554,dense__BAAI__bge_base_en_v1.5__text_all
1,NCT01347307,9,0.8095117807388306,dense__BAAI__bge_base_en_v1.5__text_all
1,NCT03070431,10,0.8093343377113342,dense__BAAI__bge_base_en_v1.5__text_all
1,NCT01186406,11,0.8093042373657227,dense__BAAI__bge_base_en_v1.5__text_all
1,NCT00033280,12,0.8075793981552124,dense__BAAI__bge_base_en_v1.5__text_all
1,NCT00597402,13,0.8073605298995972,dense__BAAI__bge_base_en_v1.5__text_all
1,NCT00631670,14,0.8065842986106873,dense__BAAI__bge_base_en_v1.5__text_all
1,NCT01637766,15,0.8036887049674988,dense__BAAI__bge_base_en_v1.5__text_all
1,NCT00002569,16,0.8023974299430847,dense__BAAI__bge_base_en_v1.5__text_all
1,NCT02278744,17,0.8013136386871338,dense__BAAI__bge_base_en_v1.5__text_all
1,NCT00392171,18,0.8011070489883423,dense__BAAI__bge_base_en_v1.5__text_all
1,NCT00501891,19,0.8005692958831787,dense__BAAI__bge_base_en_v1.5__text_all
1,NCT04043156,20,0.80030357837677,dense__BAAI__bge_base_en_v1.5__text_all
1,NCT00597493,21,0.799512505531311,dense__BAAI__bge_base_en_v1.5__text_all
1,NCT00006024,22,0.7994873523712158,dense__BAAI__bge_base_en_v1.5__text_all
1,NCT00262730,23,0.7993488311767578,dense__BAAI__bge_base_en_v1.5__text_all
1,NCT00002840,24,0.7990708351135254,dense__BAAI__bge_base_en_v1.5__text_all
1,NCT00883298,25,0.7988358736038208,dense__BAAI__bge_base_en_v1.5__text_all
1,NCT00003465,26,0.7986257076263428,dense__BAAI__bge_base_en_v1.5__text_all
1,NCT00613028,27,0.7985711097717285,dense__BAAI__bge_base_en_v1.5__text_all
1,NCT03963713,28,0.7985554933547974,dense__BAAI__bge_base_en_v1.5__text_all
1,NCT03596086,29,0.7980316281318665,dense__BAAI__bge_base_en_v1.5__text_all
1,NCT01290562,30,0.7977239489555359,dense__BAAI__bge_base_en_v1.5__text_all
1,NCT04192383,31,0.7975756525993347,dense__BAAI__bge_base_en_v1.5__text_all
1,NCT02320825,32,0.7971334457397461,dense__BAAI__bge_base_en_v1.5__text_all
1,NCT02871843,33,0.7962867021560669,dense__BAAI__bge_base_en_v1.5__text_all
1,NCT00003176,34,0.7962298393249512,dense__BAAI__bge_base_en_v1.5__text_all
1,NCT03603405,35,0.7958798408508301,dense__BAAI__bge_base_en_v1.5__text_all
1,NCT01269853,36,0.7957480549812317,dense__BAAI__bge_base_en_v1.5__text_all
1,NCT00003470,37,0.7957371473312378,dense__BAAI__bge_base_en_v1.5__text_all
1,NCT02167633,38,0.7956579327583313,dense__BAAI__bge_base_en_v1.5__text_all
1,NCT00611325,39,0.7954598665237427,dense__BAAI__bge_base_en_v1.5__text_all
1,NCT03149575,40,0.7954349517822266,dense__BAAI__bge_base_en_v1.5__text_all
1,NCT00473408,41,0.794844925403595,dense__BAAI__bge_base_en_v1.5__text_all
1,NCT01847235,42,0.7948274612426758,dense__BAAI__bge_base_en_v1.5__text_all
1,NCT00817284,43,0.794819712638855,dense__BAAI__bge_base_en_v1.5__text_all
1,NCT00853528,44,0.7946221232414246,dense__BAAI__bge_base_en_v1.5__text_all
1,NCT01466686,45,0.7939164638519287,dense__BAAI__bge_base_en_v1.5__text_all
1,NCT00783393,46,0.7936725616455078,dense__BAAI__bge_base_en_v1.5__text_all
1,NCT04216329,47,0.7935076355934143,dense__BAAI__bge_base_en_v1.5__text_all
1,NCT00805961,48,0.7933987975120544,dense__BAAI__bge_base_en_v1.5__text_all
1,NCT01502241,49,0.7930557131767273,dense__BAAI__bge_base_en_v1.5__text_all
1,NCT00939991,50,0.7927359938621521,dense__BAAI__bge_base_en_v1.5__text_all
1,NCT03906448,51,0.7927083373069763,dense__BAAI__bge_base_en_v1.5__text_all
1,NCT00335075,52,0.7926902770996094,dense__BAAI__bge_base_en_v1.5__text_all
1,NCT01654068,53,0.7926691770553589,dense__BAAI__bge_base_en_v1.5__text_all
1,NCT01102595,54,0.7926023006439209,dense__BAAI__bge_base_en_v1.5__text_all
1,NCT00610571,55,0.7925898432731628,dense__BAAI__bge_base_en_v1.5__text_all
1,NCT00003537,56,0.7923363447189331,dense__BAAI__bge_base_en_v1.5__text_all
1,NCT01474239,57,0.7921277284622192,dense__BAAI__bge_base_en_v1.5__text_all
1,NCT00548938,58,0.7916437983512878,dense__BAAI__bge_base_en_v1.5__text_all
1,NCT00968643,59,0.7914489507675171,dense__BAAI__bge_base_en_v1.5__text_all
1,NCT00968240,60,0.791222095489502,dense__BAAI__bge_base_en_v1.5__text_all
1,NCT00002472,61,0.7910794019699097,dense__BAAI__bge_base_en_v1.5__text_all
